Title,Intervention,Health condition
A comparison of bacampicillin and ampicillin in acute bronchitis,Antibiotic vs antibiotic,Bronchiolitis
Cefprozil versus cefaclor in the treatment of bronchitis in the elderly,Antibiotic vs antibiotic,Bronchiolitis
Levofloxacin 500 mg once daily versus cefuroxime 250 mg twice daily in patients with acute exacerbations of chronic obstructive bronchitis: clinical efficacy and exacerbation-free interval,Antibiotic vs antibiotic,Bronchiolitis
A comparative clinical trial of tetroxoprim/sulphadiazine and ampicillin in the treatment of purulent bronchial infections,Antibiotic vs antibiotic,Bronchiolitis
Clinical efficacy of dirithromycin versus miocamycin in the treatment of acute bronchitis or acute exacerbations of chronic bronchitis,Antibiotic vs antibiotic,Bronchiolitis
"A randomized, multicenter, comparative trial of cefprozil and cefuroxime axetil in the treatment of acute bacterial bronchitis and AECB",Antibiotic vs antibiotic,Bronchiolitis
"Spiramycin versus cefadroxil in the treatment of acute bronchitis: a randomised, observer blind study",Antibiotic vs antibiotic,Bronchiolitis
Comparison of cefpodoxime proxetil and amoxicillin/clavulanic acid in the treatment of elderly patients with acute exacerbations of chronic bronchitis and pneumonia,Antibiotic vs antibiotic,Bronchiolitis
"A randomized, open, comparative study of brodimoprim versus erythromycin in patients with acute tonsillitis or bronchitis",Antibiotic vs antibiotic,Bronchiolitis
Cefuroxime axetil in the treatment of bronchitis: comparison with amoxycillin in a multicentre study in general practice patients,Antibiotic vs antibiotic,Bronchiolitis
Phase III clinical trial of moxifloxacin hydrochloride in the treatment of acute exacerbations of chronic bronchitis in comparison with azithromycin,Antibiotic vs antibiotic,Bronchiolitis
Amoxycillin and co-trimoxazole in presumed viral respiratory infections of childhood: placebo-controlled trial,Antibiotic vs antibiotic,Bronchiolitis
Efficacy and tolerability of azithromycin versus amoxicillin/clavulanic acid in acute purulent exacerbation of chronic bronchitis,Antibiotic vs antibiotic,Bronchiolitis
Moxifloxacin versus levofloxacin against acute exacerbations of chronic bronchitis: the Latin American Cohort,Antibiotic vs antibiotic,Bronchiolitis
Randomized comparative study of cefixime versus cephalexin in acute bacterial exacerbations of chronic bronchitis,Antibiotic vs antibiotic,Bronchiolitis
A comparative study of the efficacy of ceftazidime versus cefazolin and tobramycin in patients with acute exacerbations of chronic bronchitis,Antibiotic vs antibiotic,Bronchiolitis
Efficacy and tolerability of clarithromycin versus azithromycin in the short-course treatment of acute bronchitis,Antibiotic vs antibiotic,Bronchiolitis
"Open-label, randomized comparison of the efficacy and tolerability of clarithromycin, levofloxacin, and cefuroxime axetil in the treatment of adults with acute bacterial exacerbations of chronic bronchitis",Antibiotic vs antibiotic,Bronchiolitis
Clarithromycin versus cefaclor for the treatment of mild-to-moderate acute bacterial bronchitis,Antibiotic vs antibiotic,Bronchiolitis
Short-term and long-term outcomes of moxifloxacin compared to standard antibiotic treatment in acute exacerbations of chronic bronchitis,Antibiotic vs antibiotic,Bronchiolitis
A comparison of gemifloxacin and clarithromycin in acute exacerbations of chronic bronchitis and long-term clinical outcomes,Antibiotic vs antibiotic,Bronchiolitis
"Open, controlled, randomized study on the efficacy and safety of cefozidime single daily dose versus two daily doses and versus ceftriaxone single daily dose in patients with acute purulent bronchitis and acute purulent exacerbation of chronic bronchitis",Antibiotic vs antibiotic,Bronchiolitis
3-day azithromycin (AZM) vs. 5-day moxifloxacin (MOX) in outpatients (OP) with AECB [Abstract],Antibiotic vs antibiotic,Bronchiolitis
"Novel, single-dose microsphere formulation of azithromycin versus levofloxacin for the treatment of acute exacerbation of chronic bronchitis",Antibiotic vs antibiotic,Bronchiolitis
Oral telithromycin 800 mg once daily for 5 days versus cefuroxime axetil 500 mg twice daily for 10 days in adults with acute exacerbations of chronic bronchitis,Antibiotic vs antibiotic,Bronchiolitis
Efficacy and safety of 3-day azithromycin versus 5-day moxifloxacin for the treatment of acute bacterial exacerbations of chronic bronchitis,Antibiotic vs antibiotic,Bronchiolitis
Research of amoxicillin/clavulanic in acute purulent exacerbation of chronic bronchitis compare with azithromysin,Antibiotic vs antibiotic,Bronchiolitis
Oral cefaclor for treatment of bronchitis--a comparative double-blind study versus amoxycillin,Antibiotic vs antibiotic,Bronchiolitis
"A randomised, prospective, single-blind comparison of cefadroxil and amoxycillin in the treatment of acute exacerbations of chronic bronchitis",Antibiotic vs antibiotic,Bronchiolitis
A comparative trial of Minocin (Minocycline Hydrochloride) and Ampicillin in the treatment of acute exacerbations of chronic bronchitis,Antibiotic vs antibiotic,Bronchiolitis
A comparative study of co-trimoxazole and amoxycillin in the treatment of acute bronchitis in general practice: a multicentre study,Antibiotic vs antibiotic,Bronchiolitis
"Pharmacokinetic parameters and killing rates in serum of volunteers receiving amoxicillin, cefadroxil or cefixime alone or associated with niflumic acid or paracetamol",Antibiotic vs antibiotic,Bronchiolitis
Efficacy and safety of cefalexin-bromhexin vs amoxicillin in acute bronchitis and chronic bronchitis acute exacerbations,Antibiotic vs antibiotic,Bronchiolitis
Ceftibuten versus cefaclor for the treatment of bronchitis,Antibiotic vs antibiotic,Bronchiolitis
"A prospective, double-blind, randomized study comparing the efficacy and safety of low-dose ciprofloxacin with ampicillin in the treatment of bronchitis",Antibiotic vs antibiotic,Bronchiolitis
5 Days Oral Gemifloxacin Compared to 7 Days Oral Levofloxacin in the Treatment of Acute Exacerbation of Chronic Bronchitis [Abstract],Antibiotic vs antibiotic,Bronchitis
"A randomized, multicenter, comparative trial of cefprozil and cefuroxime axetil in the treatment of acute bacterial bronchitis and AECB",Antibiotic vs antibiotic,"Bronchitis, acute"
A comparison of oral cefuroxime axetil and oral amoxycillin in lower respiratory tract infections,Antibiotic vs antibiotic,"Bronchitis, acute"
Simplified treatment of acute lower respiratory tract infection with azithromycin: a comparison with erythromycin and amoxycillin. European Azithromycin Study Group,Antibiotic vs antibiotic,"Bronchitis, acute"
Multicenter evaluation of azithromycin and cefaclor in acute lower respiratory tract infections,Antibiotic vs antibiotic,"Bronchitis, acute"
"Comparison of two oral Antibiotic, roxithromycin and amoxicillin plus clavulanic acid, in lower respiratory tract infections",Antibiotic vs antibiotic,"Bronchitis, acute"
Comparison of spiramycin with erythromycin for lower respiratory tract infections,Antibiotic vs antibiotic,"Bronchitis, acute"
"A randomised, multicentre study of ceftriaxone versus standard therapy in the treatment of lower respiratory tract infections",Antibiotic vs antibiotic,"Bronchitis, acute"
Open randomized controlled parallel study of ofloxacin versus trimethoprim-sulfamethoxazole treatment of lower respiratory tract and urinary infections,Antibiotic vs antibiotic,"Bronchitis, acute"
Ofloxacin in lower respiratory tract infections--a comparison with amoxicillin,Antibiotic vs antibiotic,"Bronchitis, acute"
A comparative randomized double-blind clinical trial of pivampicillin and ampicillin in lower respiratory tract infections,Antibiotic vs antibiotic,"Bronchitis, acute"
Swedish Study Group. A randomized multicenter trial to compare the influence of cefaclor and amoxycillin on the colonization resistance of the digestive tract in patients with lower respiratory tract infection,Antibiotic vs antibiotic,"Bronchitis, acute"
[Comparative clinical trial of cefoperazone vs. ampicillin plus tobramycin in bronchopulmonary infections observed in a medical reanimation unit],Antibiotic vs antibiotic,"Bronchitis, acute"
Treatment of lower respiratory tract infections with ceftriaxone and cefotaxime. A comparative study,Antibiotic vs antibiotic,"Bronchitis, acute"
Comparative trial of co-trimoxazole and tetracycline in the treatment of lower respiratory tract infection,Antibiotic vs antibiotic,"Bronchitis, acute"
Intravenous fleroxacin versus ceftazidime in the treatment of acute nonpneumococcal lower respiratory tract infections,Antibiotic vs antibiotic,"Bronchitis, acute"
Double-blind co-operative trial to compare trimethoprim-sulfalene and co-trimoxazole in the treatment of lower respiratory tract infections,Antibiotic vs antibiotic,"Bronchitis, acute"
Cefoperazone versus cefamandole in the treatment of acute bacterial lower respiratory tract infections,Antibiotic vs antibiotic,"Bronchitis, acute"
Controlled comparative trial of bacampicillin and amoxicillin in therapy of bacterial infections of the lower respiratory tract,Antibiotic vs antibiotic,"Bronchitis, acute"
Clarithromycin versus cefaclor in lower respiratory tract infections. The Canadian Bronchitis Study Group,Antibiotic vs antibiotic,"Bronchitis, acute"
The management of elderly patients with acute lower respiratory tract infections: a comparison of pivampicillin and amoxycillin,Antibiotic vs antibiotic,"Bronchitis, acute"
Comparison of the safety and efficacy of intravenous ciprofloxacin and intravenous ceftazidime in the treatment of selected infections,Antibiotic vs antibiotic,"Bronchitis, acute"
"A multicenter, open comparative study of parenteral cefotaxime and ceftriaxone in the treatment of nosocomial lower respiratory tract infections",Antibiotic vs antibiotic,"Bronchitis, acute"
Comparison of cefonicid and cefamandole for the treatment of community-acquired infections of the lower respiratory tract,Antibiotic vs antibiotic,"Bronchitis, acute"
Pefloxacin versus imipenem in the therapy of nosocomial lung infections of intensive care unit patients,Antibiotic vs antibiotic,"Bronchitis, acute"
Pefloxacin versus ceftazidime in the treatment of a variety of gram-negative-bacterial infections,Antibiotic vs antibiotic,"Bronchitis, acute"
[Clinical and microbiological evaluation of prodrug antibiotic SCE-2174. A new cephalosporin for oral use. A comparative open randomized study vs cefaclor in 50 patients with infections of the middle or lower respiratory tract]. [Italian],Antibiotic vs antibiotic,"Bronchitis, acute"
[Severe lower respiratory infections: comparative study with ceftizoxime vs cloramphenicol plus dicloxacillin],Antibiotic vs antibiotic,"Bronchitis, acute"
Clostridium difficile-associated diarrhoea in patients with community-acquired lower respiratory infection being treated with levofloxacin compared with beta-lactam-based therapy,Antibiotic vs antibiotic,"Bronchitis, acute"
